user_input,reference_contexts,reference,synthesizer_name
What Title IV mean?,"['information, see the discussion under <Direct Subsidized Loans and Direct Unsubsidized Loans= in DCL GEN-11-07. Direct Unsubsidized Loans for Students Whose Parents Have Ended Financial Support or Refuse To File a FAFSA Form If you verify that the parents of a dependent undergraduate student have refused to complete the parental information sections of the Free Application for Federal Student Aid (FAFSA) form or that they have ended financial support for the student, you may make a professional judgment decision to offer the student a Direct Unsubsidized Loan in an amount up to the applicable annual loan limit for a dependent undergraduate. For instance, under these circumstances a dependent second-year undergraduate could receive up to $6,500 in Direct Unsubsidized Loan funds (see Chapter 4 of this volume for information on annual loan limits). However, the student may not receive Direct Subsidized Loans or aid from any of the other Title IV programs. Self-certification from the dependent student is not sufficient to verify that the parents have ended financial support or have refused to complete the FAFSA form. In most cases, this requirement can be met by obtaining a signed and dated statement from one of the student9s parents. For more information, see the discussion under <Dependent students without parent support= in the <Professional Judgment= section of Chapter 5 of the Application and Verification Guide. Direct PLUS Loans Direct PLUS Loans are available to graduate and professional students, and to the parents of dependent undergraduate students. A parent may receive a Direct PLUS Loan only to pay for the education costs of a dependent undergraduate student who meets the eligible student definition. A parent borrower must meet the same citizenship and residency requirements as a student. Similarly, a parent who is in default on a Title IV loan, or who owes an overpayment on a Title IV grant, is ineligible for a Direct PLUS Loan unless they have made satisfactory arrangements to repay the loan or grant. A parent who had a prior Title IV loan discharged for total and permanent disability must meet the same eligibility requirements outlined for student borrowers in Volume 1, Chapter 3. Finally, a parent is not eligible for a Direct PLUS Loan if the federal government holds a judgment lien on their property or if the parent is incarcerated. Note, however, that a parent9s ineligibility for a Direct PLUS Loan does not affect the student9s eligibility for other Title IV aid, assuming that the student is otherwise eligible. Requirement To Offer Direct PLUS Loans to Both Student and Parent Borrowers Schools may choose whether to offer Direct PLUS Loans. If your school chooses to participate in the Direct PLUS Loan Program and has both undergraduate and graduate or professional students, you must make Direct PLUS Loans available to both the parents of dependent undergraduate students and to graduate or professional students. You may not limit Direct PLUS Loan borrowing only to parents or only to graduate or professional students. For more information, see the discussion under <Direct PLUS Loans= in DCL GEN-11-07.']","Title IV refers to federal financial aid programs, including loans and grants, for which students and parents must meet certain eligibility criteria.",single_hop_specifc_query_synthesizer
Whu can apply for a Direct PLUS Loan?,"['Definition of <Parent= for Direct PLUS Loan Purposes If they meet all other Direct PLUS Loan eligibility requirements, the following individuals can borrow Direct PLUS Loans on behalf of a dependent undergraduate student: The student9s biological parent; The student9s legal adoptive parent; or The student9s stepparent (spouse of the student9s biological or legal adoptive parent at the time of application), but only if the stepparent is required to provide their information on the FAFSA form in accordance with the instructions on the FAFSA form. Grandparents and other family members are not eligible to take out Direct PLUS Loans on behalf of a dependent undergraduate student unless they have legally adopted the student. In addition to the parent(s) whose resources are reported on a student9s FAFSA form, any otherwise eligible biological or legal adoptive parent of the dependent undergraduate student can also take out a Direct PLUS Loan on the student9s behalf, even if that parent9s information is not reported on the FAFSA form. Note also that more than one parent can take out a Direct PLUS Loan on behalf of the same dependent undergraduate']","The following individuals can borrow Direct PLUS Loans on behalf of a dependent undergraduate student: the student's biological parent, the student's legal adoptive parent, or the student's stepparent, but only if the stepparent is required to provide their information on the FAFSA form. Grandparents and other family members are not eligible unless they have legally adopted the student.",single_hop_specifc_query_synthesizer
What guidance does DCL GEN-16-10 provide regarding late disbursements for students who cease to be enrolled at least half time?,"['Direct Loan Eligibility After an Enrollment Status Change If a student who received a disbursement of Direct Loan funds prior to the first day of classes of a payment period begins attendance on a less-than-half-time basis, there is no requirement for the school or the student to return the loan funds as long as: The student began attendance in at least one course during the payment period; and At the time of the loan disbursement the student was enrolled (registered) for classes on at least a half-time basis. However, the school must not make any subsequent disbursements of the loan unless the student resumes enrollment on at least a half-time basis during the payment period. A student who is no longer enrolled at least half time may not receive as a late disbursement any second or subsequent disbursement of the loan. Note that different requirements apply if a student who received a Direct Loan disbursement prior to the first day of classes fails to begin attendance in any classes. See <When A Student Fails to Begin Attendance= in Volume 4, Chapter 3. If a student does not withdraw but ceases to be enrolled on at least a half-time basis, a school may make a late disbursement of a Direct Loan for costs incurred by the student for a period in which the student was eligible. However, this does not apply if the student dropped all future classes or modules, because the student never began classes as a half-time student. Title IV program funds (including Direct Loans) are disbursed to a student on the presumption that the student will attend the hours for which aid has been awarded. Therefore, a school is not required to delay the disbursement of a Direct Loan until a student has begun attendance in enough hours to establish half-time enrollment status. However, if a school has not yet made a Direct Loan disbursement to a student who has dropped classes, and the school determines that the student never began attendance in enough classes to establish half-time enrollment status, the school may not make a first disbursement of a Direct Loan to that student. Likewise, if a student who was enrolled in a series of modules drops all future classes before beginning attendance in enough modules to establish half-time enrollment status, the school may not make a first disbursement of a Direct Loan because the student never began attendance on at least a half-time basis. If a student who dropped to less-than-half-time status resumes enrollment on a half-time basis during the payment period or period of enrollment, the school may make remaining disbursements of a Direct Loan if the school documents (1) the student9s revised COA, and (2) that the student continues to qualify for the entire amount of the loan, despite any reduction in the student9s COA caused by the temporary cessation of enrollment on at least a half-time basis. DCL GEN-16-10 Late Disbursements for Students Who Cease To Be Enrolled at Least Half Time 34 CFR 668.164(j)(3)(iii)']","DCL GEN-16-10 provides guidance that if a student does not withdraw but ceases to be enrolled on at least a half-time basis, a school may make a late disbursement of a Direct Loan for costs incurred by the student for a period in which the student was eligible. However, this does not apply if the student dropped all future classes or modules, because the student never began classes as a half-time student.",single_hop_specifc_query_synthesizer
Wht happns to studnts' loans if they stop half-time enrollmnt?,['Direct Loan Disbursements to Students Who Temporarily Cease Half-Time Enrollment 34 CFR 685.303(b)(3)(iv)'],Direct Loan Disbursements to students who temporarily cease half-time enrollment are governed by 34 CFR 685.303(b)(3)(iv).,single_hop_specifc_query_synthesizer
"How do crossover periods affect the recalculation of Pell Grants, and what are the implications for students' financial aid packages during these periods?","['<1-hop>\n\nrecalculating Pell Grants and TEACH Grants when a student9s enrollment intensity or status changes within a term or period of enrollment, the policy must be applied consistently to all students. Therefore, if your school chooses to recalculate Pell Grants and TEACH Grants for a student whose enrollment intensity or enrollment status in a program increases (for example, from half-time to full-time), it must also recalculate for a student whose enrollment intensity or status decreases. Once you have recalculated a student9s eligibility, Title IV funds in excess of the amount the student is eligible to receive must be returned or re-awarded, as applicable. For guidance on handling excess cash resulting from recalculations of aid eligibility due to enrollment intensity or status changes, see Volume 4, Chapter 1. Recalculation and Direct Loans If a student9s enrollment status changes after the student has already received one or more Direct Loan disbursements, no recalculation of the previously disbursed Direct Loan amount is required. For information on how changes in enrollment status may affect a student9s eligibility to receive pending Direct Loan disbursements, see Volume 8, Chapter 1. Recalculation and Pell Grants Since Pell Grants are always based on the full-time COA, recalculation means that you are looking at the student9s revised enrollment intensity. For more detail on recalculating Pell Grants, see Volume 7, Chapter 7. Recalculating COA When performing a recalculation a school may not include in the COA costs associated with any classes the student failed to begin. In addition, in determining a student9s COA a school may not include any costs for a period when the student was not enrolled in and attending any Title IV eligible classes (other than costs for a brief period between regularly scheduled terms or semesters). Note that some components of COA are not included if a student is enrolled less than half time (see Chapter 2 of this volume). A school that performs a Return of Title IV Funds calculation on a period of enrollment basis for a student enrolled in a program offered in modules may not include in the recalculated COA any costs associated with a future payment period for which the student has not confirmed attendance at the time of withdrawal and that does not start within 45 days. COA Changes Between or Within Payment Periods A school may have a policy of recalculating awards only when the COA changes from one payment period to the next, and not when the COA changes within a payment period. For example, a school could recalculate awards because of changes to a student9s tuition and fee costs or living situation (e.g., when a student moves off campus) between payment periods. However, schools also have the option to establish a policy of recalculating financial aid awards when a student9s costs change within a payment period. For instance, if a student with no dependents moves from a dormitory to off-campus housing at midterm, a school could choose to recalculate the student9s award for that payment period. For Pell Grant purposes, such a policy is acceptable if it9s carried out for all students whose costs change within the payment period. Note that schools are not limited to one or the other of the policies described above. Schools may have a policy of recalculating awards when there is a change in costs at any time during an award year (whether within a payment period or between payment periods), as long as the recalculation policy is carried out for all students whose costs change. Schools may not recalculate the payment for a payment period that took place before the cost change. For instance, if a student lives in the dormitory during the first quarter and then moves off campus for the second and third quarters, the recalculation would only affect the payments for the second and third quarters.', '<2-hop>\n\nCrossover Periods Crossover periods are payment, award, or loan periods that overlap two award years. With one exception, you may choose which award year SAI to use for a student. The exception is that when awarding FWS to a student not attending classes, the SAI for the next period of enrollment must be used. Table 2 at the end of this section summarizes the options for handling crossover payment periods in the Title IV programs. Note that for the award year selected, the student must have an official SAI calculated by the FAFSA Processing System (FPS), and for a Pell Grant the FPS must also have processed a valid Institutional Student Information Record (ISIR) or']","Crossover periods, which are payment, award, or loan periods overlapping two award years, can impact the recalculation of Pell Grants as they require careful selection of the award year SAI to use for a student. During these periods, schools have the flexibility to choose which award year SAI to apply, except when awarding Federal Work-Study (FWS) to a student not attending classes, where the SAI for the next period of enrollment must be used. This selection is crucial as it affects the student's eligibility and the amount of aid they receive. For Pell Grants, the FAFSA Processing System must have processed a valid Institutional Student Information Record (ISIR) for the selected award year. The implications for students' financial aid packages during crossover periods include potential changes in the amount of aid received, depending on the chosen award year and the student's enrollment status, which may necessitate recalculations to ensure compliance with federal regulations and consistency across all students.",multi_hop_abstract_query_synthesizer
How do credit or clock hours affect disbursement timing for Pell Grants and Direct Loans in different educational programs?,"['<1-hop>\n\nboth the credit or clock hours and the weeks of instructional time in a payment period before receiving a disbursement of Pell Grant, FSEOG, TEACH Grant or Direct Loan funds for the next payment period. For the Direct Loan Program only, this same requirement applies to students who are enrolled in programs with nonstandard terms that are not substantially equal in length. Effect of Accelerated Progression on Disbursement Timing in a Clock-Hour or Non-Term Credit-Hour Program The Pell Grant or TEACH Grant amount that a student is eligible to receive for a payment period in a clock-hour or non- term credit-hour program is based on the number of hours and weeks in the scheduled payment periods for the program that are established at the beginning of the program based on the program length (as described earlier in this chapter). These scheduled payment periods do not change, regardless of a student9s rate of progression through a clock-hour or non-term credit-hour program. This means that if a student completes additional weeks of instructional time or hours while completing the other measure of a payment period, the actual number of weeks or hours that the student completes before a disbursement can be made for the next payment period may differ from the number of weeks or hours in the scheduled payment period used to determine the student9s grant amount for the payment period. Although a student9s completion of additional weeks or hours in a payment period has no effect on the scheduled payment periods for purposes of determining Pell Grant and TEACH Grant payment amounts, an undergraduate student who accelerates in a clock-hour or non-term credit-hour program may have reduced Direct Loan eligibility in the final academic year of a program. Specifically, if a student enrolled in a program that is greater than one academic year in length completes additional clock or credit hours prior to the final academic year of the program, this may result in a final period of study that contains fewer clock or credit hours than the number of hours in the program9s defined academic year. In this circumstance, the Direct Loan annual loan limit for an undergraduate student must be prorated (reduced). The principles described above are illustrated by the examples in Appendix A at the end of this chapter. For guidance on calculating Pell Grant and TEACH Grant awards for clock-hour and non-term credit-hour programs, see Volume 7. For information on Direct Loan annual loan limit proration and annual loan limit progression in clock-hour and non-term credit- hour programs, see Volume 8, Chapters 5 and 6. If your school is unable to determine when a student has successfully completed half of the credit or clock hours in a program, academic year, or remainder of a program, the student is considered to have begun the second payment period of the program, academic year, or remainder of a program at the later of the date (identified by your school) that the student has successfully completed: half of the academic coursework in the program, academic year, or remainder of the program; or half of the number of weeks of instructional time in the program, academic year, or remainder of the program.', '<2-hop>\n\nDisbursement Timing in Subscription-Based Programs For the first two subscription periods (terms) that a student attends in a subscription-based program, there is no requirement for the student to have completed a certain amount of coursework before receiving a disbursement of Title IV funds (the same as in any other term-based program using credit hours). However, to receive a disbursement of Title IV aid for each subsequent subscription period in the program, the student must have completed a cumulative number of credit hours equal to the total of the number of hours for which the student was enrolled in all previously attended subscription periods in the program, excluding the number of hours for which the student was enrolled in the most recently attended subscription period. For more detailed guidance on the disbursement rules for subscription-based programs, including examples, refer to Appendix B at the end of this chapter. Multiple Disbursements Within a Payment Period The regulations governing the Title IV programs generally permit schools to pay Title IV funds at such times and in such installments within each payment period as will best meet students9 needs. This gives schools the ability to apportion the payment if doing so will be in the best interest of the student. For example, if a payment period is particularly long, a school might choose to pay in multiple installments to the extent program requirements permit to ensure that a student will have funds to pay rent later in the payment period. If a school chooses to schedule multiple Direct Loan disbursements within a single payment period, the disbursements must be substantially equal. Note also that if the loan period for a Direct Loan is a single payment period, the loan must be disbursed in at least two installments unless the school qualifies for an exception to the multiple disbursement requirement. See Volume 8, Chapter 3 for more']","Credit or clock hours play a significant role in determining disbursement timing for Pell Grants and Direct Loans. In clock-hour or non-term credit-hour programs, the disbursement of Pell Grants or TEACH Grants is based on the scheduled payment periods established at the beginning of the program, which do not change regardless of a student's progression rate. However, if a student accelerates and completes additional hours, it may affect their Direct Loan eligibility, potentially requiring proration of the loan limit in the final academic year. In subscription-based programs, students must complete a cumulative number of credit hours equal to those enrolled in previous periods to receive subsequent disbursements of Title IV aid. Additionally, schools can choose to make multiple disbursements within a payment period to better meet students' needs, provided the disbursements are substantially equal.",multi_hop_abstract_query_synthesizer
"How do you figure out Pell Grant eligibility for students in correspondence programs, and what are the payment rules?","['<1-hop>\n\nThe cost of attendance (COA) for students engaged in a program of study by correspondence must include tuition and fees and, if required, books, course materials, supplies, and equipment. A school may also include an allowance for travel, housing, and food costs incurred specifically for a period of residential training. The COA must be based on the costs for a full-time student for a full academic year for the relevant component. If the student9s program or period of enrollment, as measured in credit hours, is longer or shorter than an academic year as measured in credit hours, the tuition and fees for the program or enrollment period must be prorated. Because the correspondence study COA for the nonresidential component only includes costs associated with credit hours, your school always uses the credit-hour-related fraction to prorate the COA. (Because there are no costs associated with weeks of instructional time in the correspondence cost of attendance, your school must prorate the cost only if the number of hours in the program is shorter or longer than in an academic year): Credit hours in program9s definition of an academic year ÷ Credit hours to which the costs apply The resulting amount is the full-time, full-academic-year cost used for calculating Pell Grant eligibility. Pell Enrollment Intensity for Correspondence Study Programs Students enrolled in programs of correspondence study are no more than half-time students (the equivalent of 50% enrollment intensity), even if they are enrolled in enough coursework to be full time. However, if the correspondence study is combined with regular coursework, the student9s enrollment intensity might be more than 50%. For a student enrolled in a term-based correspondence program, your school must determine how many credits to include in the numerator of the enrollment intensity formula to determine the student9s annual award. See the <Students taking a combination of regular and correspondence courses= section in Chapter 3 for additional guidance. A student enrolled only in a non-term correspondence program always has their award calculated based on 50% enrollment intensity. Pell Correspondence Payment Periods and Timing of Payments For a non-term correspondence program, there must be two equal payment periods in each academic year. Each payment period is the lesser of half the academic year or half the program (measured in credit hours). In addition, you can9t disburse a Pell payment for the first payment period until the student has completed 25% of the work in the academic year or the program, whichever is shorter. You can9t make the second payment until the student has completed 75% of the work in the academic year or program. For a term-based correspondence program, as for other term-based programs, the payment period is the term. However, you can9t disburse Pell for a payment period until the student has completed 50% of the lessons or completes 50% of the work for the term, whichever is later. If the correspondence program has a required period of residential training, you must treat the residential training as an additional payment period and determine the payment for that payment period using either Formula 3 or Formula 4. Note that the correspondence portion of the program is still treated as a separate portion of the program that9s divided into equal payment periods.', '<2-hop>\n\nPell Calculations in Correspondence Programs Formula 5 is used for students enrolled only in correspondence courses (not including residential components of correspondence programs). There are two versions of Formula 5: Pell Grant Correspondence Program Disbursements 34 CFR 690.66']","To determine Pell Grant eligibility for students in correspondence programs, the cost of attendance (COA) must be calculated based on tuition, fees, and necessary materials for a full-time student over a full academic year. The COA is prorated if the program's credit hours differ from a standard academic year. Students in correspondence programs are considered no more than half-time, affecting their enrollment intensity and annual award calculations. For non-term correspondence programs, there are two equal payment periods per academic year, and payments are contingent on the completion of a certain percentage of the program. Specifically, the first payment cannot be disbursed until 25% of the work is completed, and the second payment requires 75% completion. For term-based programs, payments are made per term, with disbursement contingent on completing 50% of the lessons or work for the term. Formula 5 is used for calculating Pell Grant disbursements for students enrolled only in correspondence courses.",multi_hop_abstract_query_synthesizer
"How does proration apply to students in clock-hour programs when their remaining period of study is shorter than an academic year, and what are some examples of this proration process?","['<1-hop>\n\nGraduate Early From a Clock-Hour Program= later in this chapter). In a standard-term program, or a credit-hour program using SE9W nonstandard terms, a remaining period of study is considered shorter than an academic year if the remaining period contains fewer terms than the number of terms covered by the school9s Title IV academic year. For programs that are offered in a Scheduled Academic Year (SAY; see Chapter 6), the number of terms covered in the school9s Title IV academic year usually does not include a summer <header= or <trailer= term. Consider a student who is enrolled in a four-year program that is offered in an SAY consisting of three quarters plus a summer trailer, and who has completed four academic years of study. The student needs to attend an additional quarter term to complete the program requirements. The final quarter term falls in a new academic year; therefore the annual loan limit must be prorated because the remaining period of study (a single quarter) is less than a full academic year. Similarly, if a student enrolled in a two-year program not offered in an SAY (where the Title IV academic year covers two 15-week semesters) has completed two academic years of study, but needs to return for an additional semester to complete the program requirements, the loan limit must be prorated if the student receives a loan for the final semester. Note that for standard-term programs or credit-hour programs with SE9W nonstandard terms, the length of the loan period does not determine whether a student is enrolled in a remaining period of study that is shorter than an academic year. The determining factor is the length of the remaining period of study in which the student is enrolled, which may not be the same as the loan period. For example, if an undergraduate student is enrolled for a full SAY consisting of fall and spring semesters, and will complete the program at the end of the spring term, but is enrolled less than half time during the spring, the student is eligible to receive a Direct Loan only for the fall semester. Although the loan period (fall only) is shorter than an academic year, the remaining period of study (fall through spring) is a full academic year. Therefore, if the student receives a Direct Loan in the fall, proration of the annual loan limit is not required. In a clock-hour program, non-term program, or a program with non-SE9W nonstandard terms, a remaining period of study is considered less than an academic year if it consists of fewer clock or credit hours than the program9s defined Title IV academic year. In contrast to standard term and SE9W nonstandard term programs, if a student enrolled in a clock-hour, non-term, or non-SE9W nonstandard term program is in a remaining period of study shorter than an academic year and receives a Direct Loan, the loan period and the remaining period of study will always be the same. This is because for these programs the minimum loan period is the lesser of the length of the program (or remaining portion of a program) or the academic year. For all types of programs, you determine the prorated loan limit for a student enrolled in a remaining period of study less than an academic year by multiplying the applicable annual loan limit by the following fraction: Unlike proration for programs that are shorter than an academic year, there is no comparison of weeks and hours. Only the credit or clock hours that the student is scheduled to attend, or is actually attending, at the time of origination are used in the calculation.', '<2-hop>\n\nProration Examples: Remaining Periods of Study Shorter Than an Academic Year Examples 3 through 7 illustrate how the prorated annual loan limit is determined when a student is enrolled in a remaining period of study shorter than an academic year. Semester, trimester, quarter, or clock hours enrolled in program Semester, trimester, quarter, or clock hours in academic year Volume 8, Chapter 5, Example 3: Remaining Period = One Quarter']","In clock-hour programs, if a student's remaining period of study is shorter than an academic year, the loan period and the remaining period of study are always the same. This is because the minimum loan period is the lesser of the length of the program (or remaining portion of a program) or the academic year. Proration is determined by multiplying the applicable annual loan limit by a fraction based on the credit or clock hours the student is scheduled to attend or is actually attending at the time of origination. Unlike standard-term programs, there is no comparison of weeks and hours. Examples of this proration process include scenarios where a student is enrolled in a remaining period of study that consists of fewer clock or credit hours than the program's defined Title IV academic year, as illustrated in examples 3 through 7 in the context.",multi_hop_abstract_query_synthesizer
How does Chapter 5 address the calculation of Pell Grant awards for crossover payment periods and module enrollment intensity during summer terms?,"['<1-hop>\n\nChapter 5 Summer Terms, Crossover Payment Periods, and Year-Round Pell Payment periods don9t always fall neatly into one award year or another. A payment period that begins before July 1 and ends on or after July 1 is called a <crossover payment period.= The formula for calculating the payment for a crossover payment period is the same as that for any other payment period in the award year. Crossover Payment From the Proper Award Year For Pell purposes, you must consider a crossover payment period to occur entirely within one award year and calculate the student9s Pell award and disburse Pell funds from the award year selected. If you only have a valid FAFSA Submission Summary/ISIR from one award year, you must rely on that record and the award year to which the valid FAFSA Submission Summary/ISIR pertains. Aside from these considerations, the decision about which award year to use is based on the student9s remaining eligibility in the earlier award year. This assessment is made according to your school9s payment period policy, which for crossover Pell payment periods may apply to: an individual student; all students or a category of students without exception; or all students or a category of students with allowance for exceptions in the case of individual students. Although you may assign a crossover payment period to either of the relevant award years (subject to the limitations described below), you must make the assignment based on what you determine will be most beneficial to students. You may assign the Pell Grant award to a different award year than the rest of the student9s Title IV aid. You can make a payment for a crossover payment period out of either award year if the student has a valid FAFSA Submission Summary/ISIR for the award year selected. You may assign two consecutive crossover payment periods to the same award year. For example, you could treat summer 2025 and summer 2026 as both being in the 2025-26 award year. You may also source the Pell funds from different award years for different students, as their eligibility allows, depending on their remaining eligibility and financial need. You may not make a payment which will result in the student receiving more than their Scheduled Award for an award year, unless the student is eligible for a Year-Round Pell award (see Year-Round Pell Grant section later in this chapter), in which case the student may be eligible to receive up to 150% of their Scheduled Award for the award year. ', '<2-hop>\n\nVolume 7, Chapter 5, Example 1: Module Enrollment Intensity A student is enrolled in a summer session with three-week modules that School A has combined into one term. The school uses Formula 1 to calculate the student9s payment for the combined term and must define full-time enrollment as at least 12 credit hours, even though full-time enrollment for an individual module may be defined as fewer than 12 credit hours. The student is enrolled for six credits during the combined summer term. The']","Chapter 5 addresses the calculation of Pell Grant awards for crossover payment periods by stating that a payment period beginning before July 1 and ending on or after July 1 is considered a crossover payment period. The formula for calculating the payment is the same as for any other payment period in the award year. The decision on which award year to use is based on the student's remaining eligibility and the school's payment period policy. For module enrollment intensity, Chapter 5 provides an example where a student is enrolled in a summer session with three-week modules combined into one term. The school uses Formula 1 to calculate the student's payment for the combined term, defining full-time enrollment as at least 12 credit hours, even if full-time enrollment for an individual module may be fewer than 12 credit hours.",multi_hop_specific_query_synthesizer
"How do the minimum loan period rules for Direct Loans apply to programs offered in modules, and how does other financial assistance impact the awarding of Direct Loans?","['<1-hop>\n\nMinimum Loan Period: Programs Offered in Modules If a program is offered in modules, this does not change the minimum loan period rules for Direct Loans. For example, if a standard or SE9W nonstandard term is divided into two or more modules, the minimum loan period for a Direct Loan is still the term, even if the student does not attend all modules within the term. Similarly, if a clock-hour, non-term credit- Minimum Loan Period 34 CFR 685.301(a)(10)(i)', '<2-hop>\n\nOther Financial Assistance (OFA) In contrast to Pell Grants, you must take other aid into account when awarding TEACH Grants, Campus-Based aid, or Direct Loans. As noted earlier, the other aid that must be considered is called <other financial assistance= (OFA). OFA is generally used in the same way for the Direct Loan Program as for the TEACH Grant and Campus-Based programs. However, there are differences in the treatment of AmeriCorps benefits, as discussed later in this chapter. In general, OFA as defined for the Direct Loan, Campus-Based, and TEACH Grant programs refers to aid from the Title IV programs, as well as other grants, scholarships, loans, and wages from need-based employment that you can reasonably anticipate at the time you award aid to the student, whether the assistance is awarded by the school or by an individual or organization outside the school. If aid is excluded from either OFA or COA, that amount must be excluded from both OFA and COA. For Direct Loans, the regulations specify that OFA is aid that the student will receive for the same period of enrollment as the loan. As noted in Chapter 1, it9s usually best to originate a loan for a period that matches the academic year or other period that you9re using to award funds from other Title IV programs. The amount of a private education loan which exceeds the SAI when substituting for the SAI is considered OFA. When classifying non-Title IV sources of aid, if a student receives the award because of postsecondary enrollment (for example, a scholarship from a local social club that requires a student to be attending a postsecondary school), it counts as OFA if it is not considered wages for employment according to federal or state rules, or if it is considered wages and is based on need. Any amount that appears as income on the tax return will also be included on the appropriate line on the FAFSA form in the section for student income. If the award is considered wages for employment but is not based on need, then it is not OFA and it remains in income. Compensation that a student athlete receives under a name, image, and likeness (NIL) contract is a non-need-based source of income and therefore is not considered OFA. Table 1 at the end of this section provides examples of what is and is not considered OFA. student is $9,500 (maximum $3,500 subsidized). The student can also receive a Direct Unsubsidized Loan in the amount of $2,050 to replace the SAI and fully cover the COA: $9,000 COA - $5,450 Pell - $1,000 FSEOG - $500 Direct Subsidized Loan = $2,050 Direct Unsubsidized Loan eligibility The aid package now fully covers the student9s COA: $9,000 COA - $5,450 Pell - $1,000 FSEOG - $500 Direct Subsidized Loan - $2,050 Direct Unsubsidized Loan = $0 unmet cost *The $5,450 Pell Grant amount shown in this example is for illustrative purposes only and is not intended to represent the actual Pell Grant amount that a student would be eligible to receive. See Volume 7 for guidance on the determination of Pell Grant awards.']","For programs offered in modules, the minimum loan period rules for Direct Loans remain unchanged. The minimum loan period is still the term, even if the student does not attend all modules within the term. When awarding Direct Loans, other financial assistance (OFA) must be considered. OFA includes aid from Title IV programs, as well as other grants, scholarships, loans, and wages from need-based employment that can be reasonably anticipated at the time of awarding aid. The regulations specify that OFA is aid the student will receive for the same period of enrollment as the loan.",multi_hop_specific_query_synthesizer
